,ColNames,Correlation
2262,prop14aastud10,0.020907000134512316
4102,narc11eenrol12,0.02094520875720298
4616,caracc12aastud12,0.020946373390957576
2878,domvio10numbus12,0.02103073469401266
2865,domvio10comprop10,0.021045262406142566
3047,domvio11numbus13,0.021076145758638764
2887,domvio10smlbus13,0.021127181872907106
4103,narc11eenrol13,0.02120851530927683
4210,narc12comprop11,0.02131118826444198
2901,domvio10neiind11,0.021315257812255906
2884,domvio10smlbus10,0.021447918792320116
2877,domvio10numbus11,0.021517826546815343
3044,domvio11numbus10,0.021544512895207802
2902,domvio10neiind12,0.021547268055943362
4209,narc12comprop10,0.021556033578185845
4099,narc11hsattend12,0.02163391360754496
4240,narc12biz4_10,0.02199603554410154
3068,domvio11neiind10,0.022112905960363728
4721,gunhom11banks11,0.022161541934557844
4108,narc11hsenrol12,0.02232737972489683
2879,domvio10numbus13,0.022330481887781806
4093,narc11mattend10,0.022388571578193624
4211,narc12comprop12,0.022464786054184258
4098,narc11hsattend11,0.022698856218084925
4212,narc12comprop13,0.02279794228767109
2876,domvio10numbus10,0.022933722916509327
3036,domvio11comprop13,0.022934269986702734
3035,domvio11comprop12,0.022977031163853648
2900,domvio10neiind10,0.023005889611316575
4265,narc12hsattend10,0.023162673576005946
4457,caracc11hstud13,0.023192769455233384
4107,narc11hsenrol11,0.02319767388116282
1966,prop12math311,0.023197775129575042
81,crime10aastud13,0.023346975563458414
2868,domvio10comprop13,0.0234336186483197
2867,domvio10comprop12,0.023451968816317417
89,crime10hstud13,0.023719080054991234
4257,narc12eattend10,0.023949658504716285
2666,juvviol11hsabio11,0.02398279558787259
282,crime11ready11,0.02399855407903626
3071,domvio11neiind13,0.02410773443816469
3370,shoot11comprop11,0.02451935558915861
1971,prop12read312,0.0246949849039215
2072,prop13prbprl12,0.024706008111721644
5098,gunhom13eattend11,0.024763435547735767
2903,domvio10neiind13,0.02487716831005021
3369,shoot11comprop10,0.024941732323750094
1048,viol11biz4_10,0.025309791085548157
4042,narc11comprop11,0.025366857907095867
493,crime12drop11,0.025475837508406127
3371,shoot11comprop12,0.025633650386077116
4041,narc11comprop10,0.025655358330865293
5100,gunhom13eattend13,0.025809947100624057
3372,shoot11comprop13,0.025849788294297047
37,crime10biz2_11,0.025866729098410233
3216,domvio12totemp10,0.026050575212288648
1600,viol14hstud12,0.026106217915175412
4930,gunhom12eattend11,0.02613742079664149
5099,gunhom13eattend12,0.026255835184210964
2387,juvarr11biz1_13,0.026274260108075334
2394,juvarr11biz4_12,0.026351280416327675
774,crime14susp10,0.02646988205341426
4043,narc11comprop12,0.02649532952813046
4932,gunhom12eattend13,0.02674525484188366
4044,narc11comprop13,0.026817107455046833
4097,narc11hsattend10,0.02687526897111155
5109,gunhom13eenrol11,0.026970066557819274
5111,gunhom13eenrol13,0.02714984492698091
5110,gunhom13eenrol12,0.027221953096037806
2513,juvarr11compl11,0.027364943099373706
2031,prop13crehab12,0.027515210447736183
88,crime10hstud12,0.027592413227439848
2895,domvio10biz2_13,0.027616823385504766
4943,gunhom12eenrol13,0.027649665837793217
4931,gunhom12eattend12,0.027704722924663257
4941,gunhom12eenrol11,0.02772013515352092
5102,gunhom13mattend11,0.027764009051263628
4089,narc11eattend10,0.027789583463069305
4510,caracc11hsaeng11,0.02781450932823348
665,crime13compl11,0.02784013005317585
5104,gunhom13mattend13,0.028663485857951712
4471,caracc11susp11,0.028688936939412043
4942,gunhom12eenrol12,0.028699305588554543
3869,caslt12hsdipl13,0.02886470037498137
4447,caracc11aastud11,0.0288894870352874
4456,caracc11hstud12,0.02900219736811891
201,crime11biz1_11,0.02917341508337707
4936,gunhom12mattend13,0.029317131734473124
4934,gunhom12mattend11,0.02972747121233636
5103,gunhom13mattend12,0.029775468882796467
5114,gunhom13menrol13,0.029871802646525555
1216,viol12biz4_10,0.030155852654702876
5112,gunhom13menrol11,0.030159088135594248
4935,gunhom12mattend12,0.030194644838552227
4946,gunhom12menrol13,0.030210338618073367
2051,prop13biz1_13,0.03035772846252325
450,crime12ready11,0.03058103686702041
5113,gunhom13menrol12,0.030612771888290966
4945,gunhom12menrol12,0.031011722618430052
4446,caracc11aastud10,0.031146965826393737
4944,gunhom12menrol11,0.03131851752333735
4659,caracc12read312,0.03144709749275983
1601,viol14hstud13,0.03152064917347889
3736,caslt11biz4_10,0.032110001123743265
1838,prop11drop12,0.032132501401407956
1839,prop11drop13,0.032132501401407956
541,crime13biz2_11,0.032269505685775864
4407,caracc11biz2_13,0.03240868016671405
2221,prop14biz2_11,0.032464866735769995
4478,caracc11sped10,0.03249818318750302
5107,gunhom13hsattend12,0.032528346893690795
2475,juvarr11read312,0.03269151500331753
4229,narc12smlbus11,0.032758109042644826
5108,gunhom13hsattend13,0.03285902809593002
4929,gunhom12eattend10,0.03289443789686294
4221,narc12numbus11,0.033081272947285675
5117,gunhom13hsenrol13,0.033102739390947405
5116,gunhom13hsenrol12,0.03312492237299053
4614,caracc12aastud10,0.03355706031917094
4230,narc12smlbus12,0.033773283794631404
2616,juvviol11absmd12,0.03381956940149384
4933,gunhom12mattend10,0.033907948755498594
5106,gunhom13hsattend11,0.033908775879842715
4615,caracc12aastud11,0.034064096536035524
1684,prop11lesshs13,0.03407017792806656
1459,viol13ready12,0.03419129583274769
80,crime10aastud12,0.03432418550046943
4940,gunhom12hsattend13,0.03440131888426246
4949,gunhom12hsenrol13,0.034464614530858216
4231,narc12smlbus13,0.034592178676815445
5115,gunhom13hsenrol11,0.03469970759364228
4939,gunhom12hsattend12,0.03486248326823903
5097,gunhom13eattend10,0.034876564137281185
4223,narc12numbus13,0.034983248848608005
4222,narc12numbus12,0.03499018168393525
1528,viol14crehab13,0.03532441638848951
4948,gunhom12hsenrol12,0.035328489190341476
371,crime12biz1_13,0.03539359411548569
5101,gunhom13mattend10,0.03546769553488287
3217,domvio12totemp11,0.03552472481597625
2495,juvarr11hsaeng12,0.03558660245934077
4532,caracc11sclsw11,0.035646468389944695
1758,prop11aastud10,0.035777919943339356
4938,gunhom12hsattend11,0.03583420045125767
114,crime10ready11,0.03587519175250315
4947,gunhom12hsenrol11,0.0362385451681735
3247,domvio12neiemp13,0.03650892212188808
2341,prop14drop11,0.03657514073467117
4228,narc12smlbus10,0.036861895851202156
4061,narc11smlbus11,0.037100948255127594
5386,arrest14comprop11,0.03731415549982375
4220,narc12numbus10,0.03736980191558625
4053,narc11numbus11,0.037370366409640365
4062,narc11smlbus12,0.03772416424090831
5385,arrest14comprop10,0.03793119957425769
4,crime10lesshs13,0.03844938741714264
4054,narc11numbus12,0.038898822666539976
1165,viol11drop11,0.03891076456565076
5105,gunhom13hsattend10,0.038986249929652925
4245,narc12neiind11,0.039047833433651195
5387,arrest14comprop12,0.03906442264181162
4063,narc11smlbus13,0.039108419488966005
5388,arrest14comprop13,0.039201934869670496
4055,narc11numbus13,0.039457431710458506
2619,juvviol11abshs11,0.039887560146097796
4937,gunhom12hsattend10,0.04015668380171058
1718,prop11biz2_12,0.04053539595932368
3880,caslt12crehab13,0.04105703957801266
4060,narc11smlbus10,0.04130143109579689
3219,domvio12totemp13,0.04143995009523542
4246,narc12neiind12,0.04144975419363082
79,crime10aastud11,0.0415422158399448
1291,viol12ready12,0.04174054295856816
4052,narc11numbus10,0.04175501393710962
1021,viol11crehab10,0.04240785316036281
1794,prop11ready11,0.042513327044481686
351,crime12crehab12,0.042632852280316436
1190,viol12crehab11,0.043352657224988836
4244,narc12neiind10,0.043427903076635924
4247,narc12neiind13,0.04356381205138158
585,crime13aastud13,0.043614487608018705
3390,shoot11smlbus12,0.04374941489055762
4077,narc11neiind11,0.043860547274103635
1970,prop12read311,0.04401741365633363
1380,viol13biz2_10,0.044150743599283226
3389,shoot11smlbus11,0.04420002503353445
3218,domvio12totemp12,0.04434143385749717
5406,arrest14smlbus12,0.044564960440123626
5405,arrest14smlbus11,0.04456586049628593
205,crime11biz2_11,0.04466483601820086
4908,gunhom12biz2_10,0.044713731193787666
255,crime11hstud11,0.044733772026740885
3381,shoot11numbus11,0.04479421509708134
1181,viol12hsdipl13,0.04494083464606772
2177,prop13compl11,0.04518407330345443
3382,shoot11numbus12,0.04537997905352014
5397,arrest14numbus11,0.045415148243391545
4078,narc11neiind12,0.04587943241271583
3246,domvio12neiemp12,0.0459224885939131
2219,prop14biz1_13,0.046321685703109176
1962,prop12ready11,0.04641584632453965
5398,arrest14numbus12,0.04651441466475073
1714,prop11biz1_12,0.046550362176388034
856,viol10crehab13,0.046558607921803094
1627,viol14ready12,0.04669770646070789
5407,arrest14smlbus13,0.046785800362264866
3391,shoot11smlbus13,0.04690786585351072
163,crime10compl13,0.047287662204363146
162,crime10compl12,0.047287662204363146
122,crime10read311,0.047435265878476046
3383,shoot11numbus13,0.047555354978421574
5404,arrest14smlbus10,0.047628357011670425
5399,arrest14numbus13,0.04769544279998677
3388,shoot11smlbus10,0.04782772292482309
38,crime10biz2_12,0.048004205286214616
4076,narc11neiind10,0.04823215681913615
1886,prop12biz2_12,0.048255814568682415
4079,narc11neiind13,0.04855371962672334
5421,arrest14neiind11,0.04867403368555658
3380,shoot11numbus10,0.048710268210091175
5396,arrest14numbus10,0.048757276643728226
2850,juvdrug11compl12,0.048773966430806025
2851,juvdrug11compl13,0.048773966430806025
2389,juvarr11biz2_11,0.04967144262521757
1186,viol12comprop11,0.049916012740634466
4819,gunhom11ready12,0.049985390409146326
2240,prop14prbprl12,0.05000224654593157
1185,viol12comprop10,0.050345983215219665
1526,viol14crehab11,0.05039086509749577
326,crime11drop12,0.05039099194151545
327,crime11drop13,0.05039099194151545
5422,arrest14neiind12,0.05067498781567646
1187,viol12comprop12,0.05068586010601686
4568,caracc12biz1_10,0.05084055629433507
1188,viol12comprop13,0.051074862851920665
224,crime11prbprl12,0.051223361664581475
376,crime12biz4_10,0.0513159131620152
2864,domvio10wrkout11,0.051460910415375566
3405,shoot11neiind11,0.05146219137362747
2553,juvviol11biz1_11,0.05165419623893896
1001,viol10compl11,0.05215021630497917
5420,arrest14neiind10,0.05216891129471324
1522,viol14comprop11,0.05241240275238433
1521,viol14comprop10,0.052824949169032846
3406,shoot11neiind12,0.052904018867609016
4068,narc11biz2_10,0.053061177816533085
1523,viol14comprop12,0.053351476941896556
1524,viol14comprop13,0.0537406232752966
3706,caslt11comprop11,0.05423935247861873
417,crime12aastud13,0.05440834041507015
2386,juvarr11biz1_12,0.05464839667177952
249,crime11aastud13,0.0549628515944208
5423,arrest14neiind13,0.05498395264161626
3705,caslt11comprop10,0.055134320198593496
4623,caracc12hstud11,0.055158378118932073
1888,prop12biz4_10,0.05529992318377894
3707,caslt11comprop12,0.05530582082183085
4654,caracc12math311,0.05533806684423668
3404,shoot11neiind10,0.05540080521742171
3857,caslt11compl11,0.05547602475457384
584,crime13aastud12,0.05555893663199829
3708,caslt11comprop13,0.05555992044415997
1358,viol13crehab11,0.05560870388276625
78,crime10aastud10,0.05563371880423831
206,crime11biz2_12,0.05625470043074987
254,crime11hstud10,0.05640423977098891
2006,prop12drop12,0.05640579391549541
2007,prop12drop13,0.05640579391549541
3874,caslt12comprop11,0.056549858430389274
4534,caracc11sclsw13,0.05655297356748207
4533,caracc11sclsw12,0.05655297356748207
2224,prop14biz4_10,0.05660670120389787
661,crime13drop11,0.05708350722742647
1018,viol11comprop11,0.05714179300910147
3873,caslt12comprop10,0.05732564730309206
202,crime11biz1_12,0.05767951624083257
2363,juvarr11comprop12,0.05772150231862103
1017,viol11comprop10,0.057872652837649495
3875,caslt12comprop12,0.05793548650903014
850,viol10comprop11,0.057956834253173176
161,crime10compl11,0.05804858743573028
3407,shoot11neiind13,0.05805910412115207
1019,viol11comprop12,0.05809686185867995
4546,caracc12comprop11,0.058207835784812534
1354,viol13comprop11,0.058212517918126594
2531,juvviol11comprop12,0.05821660834348213
594,crime13abse10,0.058223110502323684
2364,juvarr11comprop13,0.058229913875153604
3876,caslt12comprop13,0.05823728491007961
4224,narc12totemp10,0.05831580222389627
2362,juvarr11comprop11,0.05837523588084677
4986,gunhom12ready11,0.05839022006755116
833,crime14compl11,0.058417037780383624
1020,viol11comprop13,0.058448985256947625
3307,domvio12ready12,0.05863275690945935
1353,viol13comprop10,0.05866430829011598
4547,caracc12comprop12,0.0587196755169153
2532,juvviol11comprop13,0.058719914349424
4514,caracc11hsabio11,0.05872653698904503
849,viol10comprop10,0.05874552220378665
4545,caracc12comprop10,0.05880668404245853
1355,viol13comprop12,0.058826908364341644
851,viol10comprop12,0.05882697458496117
2361,juvarr11comprop10,0.05896450279421463
2530,juvviol11comprop11,0.059041049493176956
852,viol10comprop13,0.05914600291169177
1356,viol13comprop13,0.0591889429567464
4548,caracc12comprop13,0.059231329851002
4576,caracc12biz4_10,0.05930426343964861
1024,viol11crehab13,0.059515875998236246
2195,prop14comprop12,0.05957264680915568
2529,juvviol11comprop10,0.05973574983264854
34,crime10biz1_12,0.0597935754952067
3077,domvio11neiemp11,0.059892997172212796
2196,prop14comprop13,0.05989533273463695
2194,prop14comprop11,0.060155406075404365
4378,caracc11comprop11,0.06022877247120833
678,crime14somecol13,0.06039990817664015
2193,prop14comprop10,0.060541153716995276
683,crime14comprop12,0.060580326776677795
4379,caracc11comprop12,0.06061794194649903
682,crime14comprop11,0.06078436840381751
4377,caracc11comprop10,0.060847730450061054
684,crime14comprop13,0.060936535506186836
4380,caracc11comprop13,0.061117856598818514
2552,juvviol11biz1_10,0.06113509590847856
681,crime14comprop10,0.061196157925400785
2699,juvdrug11comprop12,0.061243967088979834
4056,narc11totemp10,0.061388025931829654
2700,juvdrug11comprop13,0.061676057506826726
2698,juvdrug11comprop11,0.06200410095837241
4679,caracc12hsaeng12,0.06219997213272002
2909,domvio10neiemp11,0.062372595500030596
2697,juvdrug11comprop10,0.06253646225313889
4622,caracc12hstud10,0.06270040518356676
3076,domvio11neiemp10,0.06303129109780886
4639,caracc12susp11,0.06303763914181996
257,crime11hstud13,0.06309901941547844
712,crime14biz4_10,0.06360576901192394
1882,prop12biz1_12,0.06362480100528195
4460,caracc11abse12,0.06377394567763908
5409,arrest14biz1_11,0.06390678034403705
11,crime10comprop12,0.06412162539960134
10,crime10comprop11,0.0641678169763269
2908,domvio10neiemp10,0.06420373533414417
12,crime10comprop13,0.06446435610555948
4700,caracc12sclsw11,0.06461907703290443
3897,caslt12biz1_11,0.06465152295987583
256,crime11hstud12,0.06471874949442478
4466,caracc11abshs10,0.06472667919407524
9,crime10comprop10,0.06481457421235508
347,crime12comprop12,0.06482043917964835
583,crime13aastud11,0.0648277500876518
2027,prop13comprop12,0.06483696333252345
515,crime13comprop12,0.0648426939168167
514,crime13comprop11,0.06506003298799401
346,crime12comprop11,0.06512678537396696
4408,caracc11biz4_10,0.06517395818978039
2028,prop13comprop13,0.06518620970546185
416,crime12aastud12,0.0652041389102195
516,crime13comprop13,0.06520617721554264
348,crime12comprop13,0.06521731662492088
2026,prop13comprop11,0.06534896239642912
179,crime11comprop12,0.06536453869682424
178,crime11comprop11,0.06545278786341668
248,crime11aastud12,0.0655042349734109
513,crime13comprop10,0.06554202068019599
3709,caslt11crehab10,0.06562523229877851
345,crime12comprop10,0.06567019909993509
180,crime11comprop13,0.06573798639649911
1691,prop11comprop12,0.06580105882183895
2025,prop13comprop10,0.06581587659671392
1859,prop12comprop12,0.06584889119425198
177,crime11comprop10,0.06609816942451532
1692,prop11comprop13,0.06617089735875926
1690,prop11comprop11,0.06619267928512378
1783,prop11susp11,0.06619572361151159
853,viol10crehab10,0.06620086095021908
1860,prop12comprop13,0.06623145397931182
1858,prop12comprop11,0.06645055424861837
423,crime12hstud11,0.06654800000334708
709,crime14biz2_11,0.06662858549491818
1689,prop11comprop10,0.06679563290460111
1857,prop12comprop10,0.06700401112541093
4227,narc12totemp13,0.0672646352135358
4754,gunhom11neibus12,0.06747162898075511
1218,viol12biz4_12,0.06769795594930153
4225,narc12totemp11,0.06777938854872873
3730,caslt11biz1_12,0.06801970473816331
4646,caracc12sped10,0.06823435780495747
2056,prop13biz4_10,0.06851315730594289
753,crime14aastud13,0.06858179768752183
3048,domvio11totemp10,0.06877913393467175
4236,narc12biz2_10,0.06885659686688832
2634,juvviol11ready11,0.06948587330029732
5079,gunhom13biz2_13,0.06960280122496898
4480,caracc11sped12,0.06991428846101326
4226,narc12totemp12,0.06999523154460198
4057,narc11totemp11,0.07062674650071749
539,crime13biz1_13,0.07091667251424574
4472,caracc11susp12,0.07111349598978495
1767,prop11hstud11,0.07120758468761917
4059,narc11totemp13,0.07167471540732463
40,crime10biz4_10,0.07176246934008672
4486,caracc11math311,0.07200691327299191
2601,juvviol11aastud13,0.07237133681950146
4481,caracc11sped13,0.07241027869135318
5413,arrest14biz2_11,0.07246111319701462
762,crime14abse10,0.07250703238884106
2702,juvdrug11crehab11,0.07271347256029008
2646,juvviol11math511,0.0732298638068091
1205,viol12smlbus11,0.07324287545124233
4058,narc11totemp12,0.07326438312940257
4632,caracc12absmd12,0.0736151975694537
4699,caracc12compl13,0.07377818224652846
4698,caracc12compl12,0.07377818224652846
1197,viol12numbus11,0.07405719080335871
1206,viol12smlbus12,0.07407554421131023
1541,viol14smlbus11,0.0742118168913046
1169,viol11compl11,0.07425634796537416
415,crime12aastud11,0.07430805419125568
997,viol10drop11,0.0743846130261918
247,crime11aastud11,0.07457852045307993
32,crime10biz1_10,0.07459448750145085
1542,viol14smlbus12,0.07501297695473326
1533,viol14numbus11,0.07505811241115254
2880,domvio10totemp10,0.07508256183203596
2642,juvviol11read311,0.07514806912153595
4755,gunhom11neibus13,0.07517503810556914
422,crime12hstud10,0.075383246263593
4461,caracc11abse13,0.07550377871834328
2054,prop13biz2_12,0.07603227327700655
1207,viol12smlbus13,0.07615406896041739
1951,prop12susp11,0.07618366311170423
1198,viol12numbus12,0.07621897296627445
1199,viol12numbus13,0.07694153116821087
1543,viol14smlbus13,0.07708140544348663
1534,viol14numbus12,0.07710900246373158
829,crime14drop11,0.07722823815903859
4624,caracc12hstud12,0.07729075198577655
4468,caracc11abshs12,0.07737877499037589
1552,viol14biz4_10,0.07779094953970318
1204,viol12smlbus10,0.07779410173072752
1535,viol14numbus13,0.07784255955374952
1554,viol14biz4_12,0.07831535429698847
425,crime12hstud13,0.07840225890857348
1540,viol14smlbus10,0.0784979159451563
4253,narc12neiemp11,0.0787749627539889
2629,juvviol11farms13,0.0788370969566574
1196,viol12numbus10,0.07884867537426954
4625,caracc12hstud13,0.07890201217256379
1386,viol13biz4_12,0.07900633750540556
497,crime12compl11,0.07909730259549251
582,crime13aastud10,0.07909743577451543
1532,viol14numbus10,0.07954966883721828
1850,prop12nilf13,0.07963809541390132
752,crime14aastud12,0.07979681982271163
2345,prop14compl11,0.08002625493975685
544,crime13biz4_10,0.08012261729372389
1221,viol12neiind11,0.08108652101676733
3079,domvio11neiemp13,0.08129099227457728
1373,viol13smlbus11,0.08140661009192034
1557,viol14neiind11,0.08146701891708681
1374,viol13smlbus12,0.08192554066188121
3049,domvio11totemp11,0.08206903806629208
4085,narc11neiemp11,0.0821978626726036
3894,caslt12smlbus12,0.08224837174843111
208,crime11biz4_10,0.08228115193950192
1365,viol13numbus11,0.08229726856112497
2600,juvviol11aastud12,0.0824482066054223
183,crime11crehab12,0.0824895906434072
3893,caslt12smlbus11,0.08265172765344354
1766,prop11hstud10,0.08283328069649565
4476,caracc11farms12,0.08284346436523679
2466,juvarr11ready11,0.08293715480198928
1377,viol13biz1_11,0.08310442605141763
2911,domvio10neiemp13,0.08316896031351748
2725,juvdrug11biz2_11,0.08331722934532505
4252,narc12neiemp10,0.08336854819065403
2778,juvdrug11abse10,0.08343263945733649
424,crime12hstud12,0.08360538462494464
3885,caslt12numbus11,0.08377734231032145
2628,juvviol11farms12,0.08379769616081202
1366,viol13numbus12,0.08412587622459926
1222,viol12neiind12,0.0842794005330341
2722,juvdrug11biz1_12,0.0843137101413577
4702,caracc12sclsw13,0.08436155097247394
4701,caracc12sclsw12,0.08436155097247394
1558,viol14neiind12,0.08455477854362083
2018,prop13nilf13,0.08462644261780697
1375,viol13smlbus13,0.08463680934608644
3878,caslt12crehab11,0.08464868845492755
3886,caslt12numbus12,0.08492039374678917
873,viol10biz1_11,0.08526810721909704
1367,viol13numbus13,0.0854719975062521
759,crime14hstud11,0.0856115066230288
3895,caslt12smlbus13,0.08565225684674395
1372,viol13smlbus10,0.08567761896685581
517,crime13crehab10,0.0858452360799639
1220,viol12neiind10,0.0858453404495278
1556,viol14neiind10,0.08593209621872658
3051,domvio11totemp13,0.08599767325587417
2213,prop14smlbus11,0.08602623477704485
172,crime11lesshs13,0.0860606791916249
4370,caracc11nilf13,0.08660388855985965
2624,juvviol11susp12,0.08668257735170429
3887,caslt12numbus13,0.08670740951117835
2186,prop14nilf13,0.08672538520239596
3892,caslt12smlbus10,0.08679726913979502
1364,viol13numbus10,0.08681049818914574
701,crime14smlbus11,0.08681897924976559
3394,shoot11biz1_12,0.08683324363253042
1719,prop11biz2_13,0.08713230342007604
2390,juvarr11biz2_12,0.08714818103021241
3898,caslt12biz1_12,0.08725983589961826
2205,prop14numbus11,0.08734123355693968
2214,prop14smlbus12,0.08746547528280667
374,crime12biz2_12,0.08788491024352621
693,crime14numbus11,0.08805535145449729
702,crime14smlbus12,0.08812186364495854
3884,caslt12numbus10,0.08828633136597462
4477,caracc11farms13,0.08846080627333747
1223,viol12neiind13,0.0885691569608779
3050,domvio11totemp12,0.08867640236784362
4650,caracc12ready11,0.08871643725060682
4084,narc11neiemp10,0.08871775227839768
751,crime14aastud11,0.08879797529905209
1559,viol14neiind13,0.08880515353667619
1935,prop12hstud11,0.08887335648341259
2684,juvviol11sclsw11,0.08896744092118983
3909,caslt12neiind11,0.08923522353832887
2215,prop14smlbus13,0.08923630553460198
246,crime11aastud10,0.08926333448426782
1389,viol13neiind11,0.08926943545712585
2881,domvio10totemp11,0.08938826184846276
2620,juvviol11abshs12,0.08952553156369969
1769,prop11hstud13,0.08980325448765518
329,crime11compl11,0.08981204954043664
2223,prop14biz2_13,0.08989106359629508
703,crime14smlbus13,0.09008039284361428
1712,prop11biz1_10,0.09010103481740887
4635,caracc12abshs11,0.0901228033731024
1768,prop11hstud12,0.09013412134758672
2206,prop14numbus12,0.0901366200690985
3726,caslt11smlbus12,0.09014841641527924
2212,prop14smlbus10,0.09027851808364142
3725,caslt11smlbus11,0.09039850172200789
2222,prop14biz2_12,0.09044294497282417
414,crime12aastud10,0.0904599446864136
2207,prop14numbus13,0.09061698586448551
1042,viol11biz1_12,0.09062293948003265
2599,juvviol11aastud11,0.09062446253747466
694,crime14numbus12,0.09074806161428402
2630,juvviol11sped10,0.09075033491264463
2229,prop14neiind11,0.09087374198180857
700,crime14smlbus10,0.09126737565734462
695,crime14numbus13,0.09134527864513833
3717,caslt11numbus11,0.09145371500931755
3384,shoot11totemp10,0.09163525593233701
2204,prop14numbus10,0.09186941318153895
1841,prop11compl11,0.0919368596414805
4255,narc12neiemp13,0.09195758304002202
3910,caslt12neiind12,0.09198019452103649
4753,gunhom11neibus11,0.0920269113638926
1390,viol13neiind12,0.09212215061757342
869,viol10smlbus11,0.09215537038364816
870,viol10smlbus12,0.09221534897456131
2883,domvio10totemp13,0.09226336054955245
2633,juvviol11sped13,0.09251612029888068
717,crime14neiind11,0.09254818252282944
692,crime14numbus10,0.09277309728867018
3718,caslt11numbus12,0.09280634190414329
758,crime14hstud10,0.09284706201969571
2020,prop13lesshs13,0.09304259876547792
3078,domvio11neiemp12,0.09305146695323666
1038,viol11smlbus12,0.09313588398310846
1037,viol11smlbus11,0.09319715472157067
861,viol10numbus11,0.09320369298922392
4021,caslt12drop11,0.09322047453718631
392,crime12prbprl12,0.09333439865184882
2717,juvdrug11smlbus11,0.09356948344668041
1388,viol13neiind10,0.09372484799077958
3908,caslt12neiind10,0.09397901516343928
2709,juvdrug11numbus11,0.09408988562494934
2718,juvdrug11smlbus12,0.09420259855759
1029,viol11numbus11,0.09431931259560863
3729,caslt11biz1_11,0.09457575098877997
591,crime13hstud11,0.09457633703182243
2632,juvviol11sped12,0.09464730799088153
2230,prop14neiind12,0.09473057039728644
862,viol10numbus12,0.09480199436109733
707,crime14biz1_13,0.0948722546430118
2910,domvio10neiemp12,0.09488491602089055
2228,prop14neiind10,0.09497195058678612
3727,caslt11smlbus13,0.0949989956747117
103,crime10susp11,0.09522565011114227
3724,caslt11smlbus10,0.09523774979400344
3853,caslt11drop11,0.09527110272193567
2882,domvio10totemp12,0.09552981921915567
1863,prop12crehab12,0.09553595686407844
4491,caracc11read312,0.09565684371307441
4745,gunhom11biz4_11,0.09570225797852644
1030,viol11numbus12,0.0957802471082951
4087,narc11neiemp13,0.09579967086793627
1041,viol11biz1_11,0.09596322098720383
3719,caslt11numbus13,0.0959750656361404
2710,juvdrug11numbus12,0.09620448635309052
718,crime14neiind12,0.09634541394402552
3716,caslt11numbus10,0.09666984624011635
2719,juvdrug11smlbus13,0.09667158400020791
533,crime13smlbus11,0.09669073475042803
868,viol10smlbus10,0.09671357396216845
871,viol10smlbus13,0.09674367096403633
1720,prop11biz4_10,0.09676238711952524
370,crime12biz1_12,0.09678164506023934
716,crime14neiind10,0.09693784328892886
1391,viol13neiind13,0.09715116852847781
1039,viol11smlbus13,0.09715750356254153
685,crime14crehab10,0.09739269694092141
2711,juvdrug11numbus13,0.09742105114265208
863,viol10numbus13,0.09765596174258767
1036,viol11smlbus10,0.09771560023959534
3911,caslt12neiind13,0.09773040900175645
525,crime13numbus11,0.09787282509510432
534,crime13smlbus12,0.09790194939671508
1545,viol14biz1_11,0.0979056293323251
860,viol10numbus10,0.09811757630276118
1031,viol11numbus13,0.0981454562090065
4752,gunhom11neibus10,0.09840365798472658
1934,prop12hstud10,0.09853619095761774
2045,prop13smlbus11,0.09879665198793626
1937,prop12hstud13,0.09901105275416565
2231,prop14neiind13,0.09909720235098916
1028,viol11numbus10,0.09922226691328552
2716,juvdrug11smlbus10,0.09924830548049246
3741,caslt11neiind11,0.09978856954761484
2037,prop13numbus11,0.10003485819248821
2708,juvdrug11numbus10,0.10009978420663247
4662,caracc12math511,0.1002038218252354
2046,prop13smlbus12,0.10022118095805163
4640,caracc12susp12,0.10037077012186572
2119,prop13susp11,0.10046815629727923
590,crime13hstud10,0.10054724329864814
535,crime13smlbus13,0.10056390775295697
760,crime14hstud12,0.10057617748112078
526,crime13numbus12,0.10058778951202807
3733,caslt11biz2_11,0.10079973695589389
885,viol10neiind11,0.10081613771827157
4474,caracc11farms10,0.1008177461296781
719,crime14neiind13,0.10089437754246433
2433,juvarr11aastud13,0.10108662351729013
1384,viol13biz4_10,0.10148217739630522
3013,domvio10drop11,0.10153644920191712
542,crime13biz2_12,0.10155364491199415
532,crime13smlbus10,0.10161028633252302
1053,viol11neiind11,0.10169465603224408
527,crime13numbus13,0.10176258479774292
2009,prop12compl11,0.10181212253416481
2218,prop14biz1_12,0.10207688930968914
750,crime14aastud10,0.10254507158424116
1784,prop11susp12,0.10262997937588421
1844,prop11sclsw11,0.10270302639795736
2047,prop13smlbus13,0.10271995250337446
3742,caslt11neiind12,0.10282256048516122
2733,juvdrug11neiind11,0.10283648963999101
2038,prop13numbus12,0.10296813531501273
4254,narc12neiemp12,0.10302263676199708
2385,juvarr11biz1_11,0.10306913669571309
524,crime13numbus10,0.10309521408422517
365,crime12smlbus11,0.10310613331085253
2663,juvviol11hsaeng12,0.10312915023289308
2044,prop13smlbus10,0.10374858984456974
549,crime13neiind11,0.10375171740446912
2055,prop13biz2_13,0.10381151646286504
2598,juvviol11aastud10,0.10387159208090696
2039,prop13numbus13,0.10399900784500246
877,viol10biz2_11,0.10405396314049471
886,viol10neiind12,0.10405876151315788
5400,arrest14totemp10,0.10413346177443364
